,0,1,label,outlier
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/05/01905__007.jpg,-1.8132865,30.30863,Asteraceae Bidens beckii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/45/05645__009.jpg,-24.759611,3.9302483,Asteraceae Erigeron pulcherrimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__005.jpg,-29.800009,-19.7651,Asteraceae Crepis acuminata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__098.jpg,-12.83807,-18.71555,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/91/06291__039.jpg,19.122461,5.8887925,Asteraceae Eurybia radula,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__047.jpg,9.905577,-27.640871,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/03/03503__060.jpg,16.28539,-6.0460443,Asteraceae Chrysopsis mariana,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/072/66/07266__019.jpg,-3.7962372,-1.8277578,Asteraceae Heterotheca polothrix,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/12/01912__001.jpg,10.597825,30.812138,Asteraceae Bidens eatonii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/87/02987__103.jpg,18.49868,-19.810291,Asteraceae Carphephorus paniculatus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/05/01905__028.jpg,-3.021213,31.170105,Asteraceae Bidens beckii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/072/67/07267__079.jpg,-6.38615,2.8702705,Asteraceae Heterotheca pumila,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/87/02987__088.jpg,17.77773,-18.705626,Asteraceae Carphephorus paniculatus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/075/20/07520__032.jpg,2.755209,1.7230684,Asteraceae Hymenoxys hoopesii,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/53/05353__022.jpg,1.5050362,17.034101,Asteraceae Encelia californica,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/45/05645__020.jpg,-24.181326,4.2033925,Asteraceae Erigeron pulcherrimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/77/05677__009.jpg,-24.83567,8.651097,Asteraceae Erigeron vetensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/53/05353__071.jpg,2.1644092,17.697237,Asteraceae Encelia californica,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__093.jpg,-18.786283,20.91319,Asteraceae Antennaria marginata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/73/05673__023.jpg,-25.405603,19.389437,Asteraceae Erigeron vagus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/96/06296__052.jpg,17.503983,-1.2488207,Asteraceae Eurybia spectabilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__030.jpg,-14.090762,-19.685917,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/96/06296__049.jpg,17.6461,-1.0367149,Asteraceae Eurybia spectabilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/77/05677__072.jpg,-26.9723,8.880805,Asteraceae Erigeron vetensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__082.jpg,-13.761966,-17.46473,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__002.jpg,-32.281124,-16.318684,Asteraceae Crepis acuminata,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/34/01134__002.jpg,6.430668,7.4316473,Asteraceae Arnica sororia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__072.jpg,-4.5236416,14.5442705,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/96/06296__056.jpg,14.736853,2.4150734,Asteraceae Eurybia spectabilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/088/54/08854__042.jpg,-0.80418813,-30.165506,Asteraceae Lygodesmia aphylla,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/002/97/00297__095.jpg,27.242271,11.810258,Asteraceae Ageratina jucunda,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__068.jpg,11.343218,-28.02724,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/002/97/00297__052.jpg,6.9567704,28.033258,Asteraceae Ageratina jucunda,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/77/05677__060.jpg,-25.599031,9.111883,Asteraceae Erigeron vetensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/25/01925__025.jpg,3.9193819,28.224823,Asteraceae Bidens trichosperma,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__081.jpg,-10.595574,7.1549606,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/73/05673__052.jpg,-23.354242,20.09443,Asteraceae Erigeron vagus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/072/67/07267__014.jpg,-6.334507,1.6140926,Asteraceae Heterotheca pumila,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__097.jpg,-14.414439,-19.036398,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__001.jpg,-8.739127,-6.535211,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__050.jpg,-10.241961,5.3185368,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/74/14274__037.jpg,-2.6286085,-7.319157,Asteraceae Symphyotrichum porteri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/74/14274__025.jpg,-3.8223896,-6.6699815,Asteraceae Symphyotrichum porteri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/61/08361__034.jpg,16.906443,-26.14697,Asteraceae Liatris pilosa,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/43/14243__064.jpg,-5.8190417,-20.204943,Asteraceae Symphyotrichum adnatum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__019.jpg,-17.43914,-5.3610134,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/64/05664__099.jpg,-27.862099,7.2906184,Asteraceae Erigeron tener,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/144/65/14465__100.jpg,-18.37833,6.882724,Asteraceae Thelesperma subnudum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__032.jpg,-18.38687,16.52377,Asteraceae Antennaria marginata,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/26/05626__003.jpg,-23.687849,13.26217,Asteraceae Erigeron melanocephalus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/101/83/10183__011.jpg,9.708991,-4.9681153,Asteraceae Packera crocata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/80/06280__033.jpg,22.114468,11.316302,Asteraceae Eurybia divaricata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/066/23/06623__084.jpg,31.172453,3.316118,Asteraceae Garberia heterophylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/121/72/12172__019.jpg,25.207457,-6.284074,Asteraceae Pterocaulon pycnostachyum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__006.jpg,-9.305624,-6.4418025,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/082/57/08257__010.jpg,-16.487398,-13.266358,Asteraceae Lepidospartum latisquamum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/021/66/02166__087.jpg,0.70863986,-13.811765,Asteraceae Brickellia longifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__041.jpg,-18.059557,-4.8973484,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__063.jpg,-17.438087,18.809547,Asteraceae Antennaria marginata,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/03/03503__082.jpg,18.121773,-5.7877154,Asteraceae Chrysopsis mariana,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/74/14274__067.jpg,-1.4834875,-7.9897,Asteraceae Symphyotrichum porteri,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__094.jpg,-12.384356,6.805676,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/64/05664__007.jpg,-28.348999,5.7750187,Asteraceae Erigeron tener,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/070/84/07084__046.jpg,17.28176,19.515732,Asteraceae Helianthus debilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/73/05673__073.jpg,-26.818632,19.074413,Asteraceae Erigeron vagus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/74/14274__075.jpg,-3.163345,-9.811088,Asteraceae Symphyotrichum porteri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__047.jpg,-11.330022,-17.988873,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/072/66/07266__075.jpg,-3.7290735,-0.8491276,Asteraceae Heterotheca polothrix,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/27/01927__091.jpg,9.421572,25.774248,Asteraceae Bidens vulgata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/34/01134__008.jpg,4.3794713,9.378123,Asteraceae Arnica sororia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/43/14243__002.jpg,-7.3381286,-23.318277,Asteraceae Symphyotrichum adnatum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/73/05673__024.jpg,-23.860374,19.868725,Asteraceae Erigeron vagus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/86/02986__012.jpg,20.78993,-14.930468,Asteraceae Carphephorus odoratissimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__077.jpg,9.7605505,10.296249,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/15/04115__092.jpg,-31.416653,-16.382336,Asteraceae Crepis occidentalis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/002/97/00297__037.jpg,28.119358,11.758335,Asteraceae Ageratina jucunda,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/26/05626__026.jpg,-23.492561,15.245102,Asteraceae Erigeron melanocephalus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__033.jpg,-3.2491856,15.019195,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/101/83/10183__057.jpg,6.581256,-3.5232143,Asteraceae Packera crocata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/43/14243__107.jpg,-4.119173,-21.619944,Asteraceae Symphyotrichum adnatum,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/070/84/07084__087.jpg,19.338507,18.822071,Asteraceae Helianthus debilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/87/02987__059.jpg,18.353607,-20.915909,Asteraceae Carphephorus paniculatus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__071.jpg,-15.550753,-5.9549174,Asteraceae Adenophyllum cooperi,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__040.jpg,10.092738,-26.484383,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__009.jpg,-3.2565434,14.513311,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__099.jpg,-14.978539,-6.3297048,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/64/05664__086.jpg,-20.975803,16.767012,Asteraceae Erigeron tener,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/15/04115__003.jpg,-28.719435,-15.409564,Asteraceae Crepis occidentalis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/071/06/07106__067.jpg,6.6688156,19.434256,Asteraceae Helianthus pumilus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/43/14243__026.jpg,-6.6214323,-22.565609,Asteraceae Symphyotrichum adnatum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/121/72/12172__096.jpg,25.802431,-7.658987,Asteraceae Pterocaulon pycnostachyum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/86/02986__022.jpg,22.137556,-14.571336,Asteraceae Carphephorus odoratissimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__057.jpg,-6.366177,-9.200417,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/002/97/00297__097.jpg,27.3967,11.629157,Asteraceae Ageratina jucunda,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/77/05677__047.jpg,-26.199825,9.02638,Asteraceae Erigeron vetensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__072.jpg,-14.509202,-6.495613,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/61/08361__090.jpg,17.353313,-25.616776,Asteraceae Liatris pilosa,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__081.jpg,-18.628952,19.882908,Asteraceae Antennaria marginata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__089.jpg,-15.345294,-19.115194,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/001/53/00153__032.jpg,-17.078556,-5.141893,Asteraceae Adenophyllum cooperi,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/91/06291__025.jpg,18.221123,3.9280818,Asteraceae Eurybia radula,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/27/01927__041.jpg,8.985327,25.666422,Asteraceae Bidens vulgata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__075.jpg,-20.077196,19.185701,Asteraceae Antennaria marginata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/070/84/07084__007.jpg,15.914638,20.269526,Asteraceae Helianthus debilis,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__005.jpg,-14.802809,-18.519625,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/80/06280__099.jpg,21.441607,11.008813,Asteraceae Eurybia divaricata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/73/05673__010.jpg,-24.673944,19.320246,Asteraceae Erigeron vagus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__100.jpg,24.121365,6.1008506,Asteraceae Eutrochium dubium,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/27/01927__079.jpg,9.155173,24.188955,Asteraceae Bidens vulgata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/05/03505__044.jpg,11.981335,-14.010386,Asteraceae Chrysopsis subulata,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/74/14274__022.jpg,-1.6890577,-5.730321,Asteraceae Symphyotrichum porteri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/101/83/10183__004.jpg,7.444307,-4.978648,Asteraceae Packera crocata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/27/01927__008.jpg,9.677619,24.502184,Asteraceae Bidens vulgata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/121/72/12172__029.jpg,24.107178,-6.142639,Asteraceae Pterocaulon pycnostachyum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/114/77/11477__003.jpg,-7.9381695,-2.607891,Asteraceae Pityopsis falcata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__091.jpg,23.075533,4.898803,Asteraceae Eutrochium dubium,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/45/05645__060.jpg,-23.33321,4.3737655,Asteraceae Erigeron pulcherrimus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/12/04112__066.jpg,-29.217947,-16.488869,Asteraceae Crepis intermedia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/12/04112__080.jpg,-31.595627,-14.097752,Asteraceae Crepis intermedia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/021/66/02166__020.jpg,2.7824702,-12.116072,Asteraceae Brickellia longifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__085.jpg,-14.752112,-17.58434,Asteraceae Chaetadelpha wheeleri,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__031.jpg,23.806398,6.750958,Asteraceae Eutrochium dubium,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/10/01910__078.jpg,11.1178875,27.75359,Asteraceae Bidens connata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__023.jpg,-31.255207,-19.515,Asteraceae Crepis acuminata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/090/54/09054__088.jpg,3.592151,-24.419516,Asteraceae Marshallia graminifolia,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/066/23/06623__036.jpg,30.512703,2.602898,Asteraceae Garberia heterophylla,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/075/20/07520__020.jpg,4.0454836,0.95794564,Asteraceae Hymenoxys hoopesii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/25/01925__009.jpg,3.9408076,28.220953,Asteraceae Bidens trichosperma,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/021/66/02166__012.jpg,17.266947,-23.494875,Asteraceae Brickellia longifolia,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__030.jpg,-11.889953,4.2869186,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__079.jpg,-4.9221077,15.705977,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/12/01912__064.jpg,9.00653,30.57031,Asteraceae Bidens eatonii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__021.jpg,10.34897,12.071734,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/12/01912__013.jpg,9.936767,31.815884,Asteraceae Bidens eatonii,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/066/23/06623__096.jpg,32.578682,2.9264162,Asteraceae Garberia heterophylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__036.jpg,10.464961,-28.547571,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/91/06291__100.jpg,20.538073,6.2443333,Asteraceae Eurybia radula,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/082/57/08257__099.jpg,-16.284958,-12.488295,Asteraceae Lepidospartum latisquamum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__096.jpg,-11.6763315,6.4146705,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/066/23/06623__035.jpg,32.472668,1.7607802,Asteraceae Garberia heterophylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__102.jpg,9.889441,11.19034,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__037.jpg,25.331846,6.1946735,Asteraceae Eutrochium dubium,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/062/91/06291__010.jpg,17.789675,6.1550403,Asteraceae Eurybia radula,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__086.jpg,26.505657,5.534815,Asteraceae Eutrochium dubium,TRUE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__065.jpg,10.421253,10.482116,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__029.jpg,10.929587,-28.714888,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/10/01910__045.jpg,12.002722,27.25904,Asteraceae Bidens connata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/002/97/00297__068.jpg,27.101036,11.367387,Asteraceae Ageratina jucunda,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/43/14243__059.jpg,-5.3287683,-21.305414,Asteraceae Symphyotrichum adnatum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/27/01927__063.jpg,8.67864,26.033054,Asteraceae Bidens vulgata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/114/77/11477__024.jpg,-8.016263,-3.0936313,Asteraceae Pityopsis falcata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/011/20/01120__028.jpg,10.377918,9.515174,Asteraceae Arnica gracilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/101/83/10183__053.jpg,7.7771544,-2.983637,Asteraceae Packera crocata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/15/04115__038.jpg,-30.227201,-16.829739,Asteraceae Crepis occidentalis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/065/28/06528__031.jpg,-11.603756,5.1477942,Asteraceae Gaillardia spathulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/27/01927__022.jpg,10.289219,25.34048,Asteraceae Bidens vulgata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/070/84/07084__048.jpg,16.816538,19.912188,Asteraceae Helianthus debilis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/035/05/03505__004.jpg,15.737612,-11.281159,Asteraceae Chrysopsis subulata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/121/72/12172__071.jpg,24.75561,-7.5303946,Asteraceae Pterocaulon pycnostachyum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__045.jpg,9.077802,-27.051046,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/019/25/01925__047.jpg,3.5290742,28.493315,Asteraceae Bidens trichosperma,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/041/08/04108__011.jpg,-32.33331,-19.67699,Asteraceae Crepis acuminata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/056/73/05673__041.jpg,-25.828749,20.643742,Asteraceae Erigeron vagus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/142/43/14243__011.jpg,-7.5385513,-22.148745,Asteraceae Symphyotrichum adnatum,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/033/28/03328__039.jpg,-13.976516,-18.874067,Asteraceae Chaetadelpha wheeleri,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/083/65/08365__048.jpg,10.093285,-26.97722,Asteraceae Liatris quadriflora,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/088/54/08854__095.jpg,2.235152,-28.280287,Asteraceae Lygodesmia aphylla,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/053/57/05357__035.jpg,-4.068845,15.232087,Asteraceae Encelia virginensis,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/063/17/06317__076.jpg,25.263172,5.86368,Asteraceae Eutrochium dubium,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/071/06/07106__013.jpg,6.157164,18.250546,Asteraceae Helianthus pumilus,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/007/75/00775__016.jpg,-19.964182,20.641045,Asteraceae Antennaria marginata,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/048/60/04860__099.jpg,14.103448,-0.72493595,Asteraceae Dieteria canescens,FALSE
/projectnb/herbdl/data/kaggle-herbaria/herbarium-2022/train_images/029/87/02987__089.jpg,17.994314,-19.870228,Asteraceae Carphephorus paniculatus,FALSE
